"Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","methods","accuracy"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.118790496760259,0.881209503239741,0.5,0.539111649587152,0,12.7063283561864,3,208.452520003148,0.065598925798405,0.999999999999999,1,0.364508193730546,0.525874163458452,0.155553377000421,0.145867401759437,0.509568154737257,0.0104934159937104,34.7368477480571,13.8239026351054,0.118790496760259,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.116630669546436,0.883369330453564,0.5,0.542166106525323,0,12.5925330582339,3,207.809602054425,0.0729599557670437,1,1,0.360157642993412,0.519597645484854,0.155553377000421,0.145867401759437,0.500950989125416,0.014760030868417,24.4008732911301,9.53882463980943,0.116630669546436,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0950323974082073,0.904967602591793,0.5,0.572710675907031,0,12.548250527745,3,209.294757560455,0.0659133716798662,0.999999999999998,1,0.314028869767056,0.453047893108898,0.155553377000421,0.145867401759437,0.460166405261874,0.00941584150560244,33.351121042151,15.5203903345088,0.0950323974082073,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0734341252699784,0.926565874730022,0.5,0.603255245288739,0,12.192986080108,3,209.95973143646,0.0590610929031909,1,1,0.262432721349585,0.378610385658041,0.155553377000421,0.145867401759437,0.404601650563044,0.0133844477869618,19.6072879155484,10.6219495549118,0.0734341252699784,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.252699784017279,0.747300215982721,0.5,0.34973531942056,0,13.7539466679277,3,209.931496082739,0.0649354721902012,1,1,0.565281769979733,0.815529206254696,0.155553377000421,0.145867401759437,0.703289593088986,0.0175455538911679,32.2179495435755,7.86568631376884,0.252699784017279,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0367170626349892,0.963282937365011,0.5,0.655181013237643,0,11.2833717755041,3,209.077457644563,0.0632513198746469,0.999999999999996,1,0.157366623308903,0.227032047049196,0.155553377000421,0.145867401759437,0.303788717268005,0.00913128304131981,17.2337909795158,16.0352157847401,0.0367170626349892,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0518358531317495,0.948164146868251,0.5,0.633799814670448,0,11.5852296147864,3,208.632204119642,0.0655528766449409,0.999999999999992,1,0.203885727372732,0.29414492778868,0.155553377000421,0.145867401759437,0.349864105279587,0.0095749990935658,21.2935505664684,15.2457850366743,0.0518358531317495,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0777537796976242,0.922246220302376,0.5,0.597146331412398,0,12.397368128355,3,209.680130260879,0.0552146009371493,0.999999999999997,1,0.273248748615299,0.394214614556407,0.155553377000421,0.145867401759437,0.421283851902138,0.00751827371358202,36.3446130089233,19.6900390869527,0.0777537796976242,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0907127429805616,0.909287257019438,0.5,0.578819589783373,0,12.2428000033926,3,208.143772177695,0.0639905901190971,1.00000000000001,1,0.304183756141993,0.438844396505031,0.155553377000421,0.145867401759437,0.447387171644993,0.0123499614974211,24.6303404432081,11.5954544095464,0.0907127429805616,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0475161987041037,0.952483801295896,0.5,0.639908728546789,0,11.4886784307945,3,208.234252441573,0.068362389091951,0.999999999999997,1,0.191135857442731,0.275750753668688,0.155553377000421,0.145867401759437,0.337894797399115,0.00879443704403718,21.7337228620365,16.6877014664503,0.0475161987041037,NA,0.989200863930886,"RF","KNN_3"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.041036717062635,0.958963282937365,0.5,0.649072099361302,0,11.5322507347434,3,208.94565185642,0.0594063374572507,0.999999999999999,1,0.171225010189755,0.247025473076921,0.155553377000421,0.145867401759437,0.318463897488345,0.00831448970183129,20.5935681358823,17.7087100446056,0.041036717062635,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0561555075593952,0.943844492440605,0.5,0.627690900794106,0,11.9443621911527,3,210.362212771636,0.0646419567565016,0.999999999999997,1,0.216255528718348,0.311990778846781,0.155553377000421,0.145867401759437,0.360902051263,0.0109068544557691,19.8274882639476,13.2619833822153,0.0561555075593952,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0237580993520518,0.976241900647948,0.5,0.673507754866668,0,11.1513660915437,3,209.579245743165,0.0559672276065621,1,1,0.112324908762366,0.162050588839771,0.155553377000421,0.145867401759437,0.262368447417058,0.00550983834572951,20.3862439720079,27.2319311819711,0.0237580993520518,NA,1,"KNN_1","KNN_1"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0323974082073434,0.967602591792657,0.5,0.661289927113985,0,11.4589148107111,3,209.287902490493,0.056662753100913,0.999999999999998,1,0.142979492232138,0.206275804392128,0.155553377000421,0.145867401759437,0.291869847003449,0.00666302222911023,21.4586545438002,22.3457688795965,0.0323974082073434,NA,0.997840172786177,"RF","KNN_3"
2,100,0,100,463,0.215982721382289,0,1,2,463,6.56435643564356,45.8712144686805,663,0.0669546436285097,0.93304535637149,0.5,0.612418616103252,0,12.0746195598609,3,208.541602633798,0.0618693274388124,1,1,0.245689348987972,0.354454805384186,0.155553377000421,0.145867401759437,0.394145027086821,0.00709769890157292,34.6153524395808,20.9160292874566,0.0669546436285097,NA,1,"KNN_1","KNN_1"
